Spain, Period fertility tables, birth orders 1 to 5+
Last modified: 04/04/2022
Year     x       w0x       m1x       q1x     l0x    b1x     L0x   Sb1x       w1x       m2x       q2x    l1x    b2x     L1x   Sb2x       w2x       m3x       q3x    l2x    b3x     L2x   Sb3x       w3x       m4x       q4x    l3x    b4x     L3x   Sb4x       w4x      m5px      q5px    l4x   b5px     L4x  Sb5px
2015    48   0.16368   0.00132   0.00132    2538      3    2536   7462   0.26907   0.00043   0.00043   2840      1    2841   4622   0.45567   0.00008   0.00008   3685      0    3686    937   0.08960   0.00009   0.00009    732      0     732    205   0.02198   0.00025   0.00025    205      0     205     89
2015    49   0.15978   0.00103   0.00103    2534      3    2533   7466   0.26282   0.00029   0.00029   2842      1    2843   4624   0.46075   0.00008   0.00008   3686      0    3686    937   0.09353   0.00006   0.00006    733      0     733    205   0.02312   0.00036   0.00036    205      0     205     89
2015    50   0.15243   0.00060   0.00060    2532      2    2531   7468   0.25792   0.00015   0.00015   2844      0    2844   4624   0.46642   0.00003   0.00003   3687      0    3687    938   0.09858   0.00008   0.00008    733      0     733    205   0.02466   0.00034   0.00034    205      0     205     89
2015    51   0.14820   0.00040   0.00040    2530      1    2530   7470   0.25166   0.00007   0.00007   2845      0    2845   4625   0.46988   0.00002   0.00002   3687      0    3687    938   0.10367   0.00003   0.00003    733      0     733    205   0.02660   0.00011   0.00011    205      0     205     89
2015    52   0.14749   0.00012   0.00012    2529      0    2529   7471   0.24250   0.00001   0.00001   2846      0    2846   4625   0.47173   0.00001   0.00001   3687      0    3687    938   0.10945   0.00003   0.00003    733      0     733    205   0.02883   0.00000   0.00000    205      0     205     89
2015    53   0.14569   0.00014   0.00014    2529      0    2529   7471   0.23377   0.00005   0.00005   2846      0    2846   4625   0.47277   0.00001   0.00001   3687      0    3687    938   0.11618   0.00003   0.00003    733      0     733    205   0.03160   0.00000   0.00000    205      0     205     89
2015    54   0.14178   0.00006   0.00006    2529      0    2528   7471   0.22549   0.00000   0.00000   2846      0    2846   4625   0.47311   0.00001   0.00001   3687      0    3687    938   0.12372   0.00000   0.00000    733      0     733    205   0.03589   0.00000   0.00000    205      0     205     89
2015    55+  0.13852   0.00000   0.00000    2528      0    2528   7472   0.22113   0.00001   0.00001   2846      0    2846   4625   0.47358   0.00000   0.00000   3687      0    3687    938   0.12810   0.00000   0.00000    733      0     733    205   0.03866   0.00000   0.00000    205      0     205     89
2016    12-  1.00000   0.00001   0.00001   10000      0   10000      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2016    13   0.99997   0.00004   0.00004   10000      0   10000      0   0.00003   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2016    14   0.99973   0.00045   0.00044   10000      4    9997      0   0.00027   0.01697   0.01683      0      0       3      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2016    15   0.99868   0.00152   0.00152    9995     15    9987      5   0.00130   0.02806   0.02767      5      0      12      0   0.00002         .         .      0      0       0      0   0.00000         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2016    16   0.99591   0.00355   0.00354    9980     35    9962     20   0.00393   0.05032   0.04908     20      2      37      0   0.00015   0.06150   0.05966      0      0       1      0   0.00001         .         .      0      0       0      0   0.00000         .         .      0      0       0      0
2016    17   0.99070   0.00610   0.00608    9945     61    9914     55   0.00876   0.06174   0.05989     53      5      82      2   0.00051   0.05565   0.05414      2      0       4      0   0.00003   0.00000   0.00000      0      0       0      0   0.00000         .         .      0      0       0      0
2016    18   0.98257   0.00917   0.00913    9884     90    9839    116   0.01598   0.08399   0.08061    109     13     149      7   0.00136   0.07727   0.07440      7      1      11      0   0.00008   0.00000   0.00000      0      0       1      0   0.00000         .         .      0      0       0      0
2016    19   0.97121   0.01273   0.01265    9794    124    9732    206   0.02568   0.08020   0.07711    186     19     241     20   0.00290   0.07469   0.07200     19      2      25      1   0.00022   0.00000   0.00000      1      0       2      0   0.00000         .         .      0      0       0      0
2016    20   0.95610   0.01541   0.01529    9670    148    9596    330   0.03790   0.09496   0.09066    291     33     352     39   0.00543   0.07601   0.07323     36      4      48      3   0.00054   0.07831   0.07536      3      0       4      0   0.00002         .         .      0      0       0      0
2016    21   0.93830   0.01710   0.01695    9522    161    9441    478   0.05142   0.09978   0.09504    405     47     467     73   0.00913   0.07278   0.07022     66      6      83      7   0.00106   0.05792   0.05629      6      0       8      0   0.00009   0.04966   0.04845      0      0       1      0
